"card_id","key_infor","vietnamese_meaning","english_meaning","english_meaning_separated_by_space","english_ipa","english_ipa_separated_by_space"
"33","tell us, that journey, in the, tech space","Hãy kể cho chúng tôi nghe, à, về hành trình đó trong lĩnh vực công nghệ.","tell us about uh some of **that journey** in the **tech space**.","tell___us___about___uh___some___of___**that___journey**___in___the___**tech___space**.","/tɛl ʌs əˈbaʊt ʌ sʌm əv ðæt ˈdʒɜrni ɪn ðə tɛk speɪs/","tɛl___ʌs___əˈbaʊt___ʌ___sʌm___əv___ðæt___ˈdʒɜrni___ɪn___ðə___tɛk___speɪs"
"34","Yeah, came here, most recent time, amazing foresight, right","Vâng, vậy khi tôi, khi tôi đến đây, và ngay cả trong thời gian gần đây nhất, bạn có thể nghĩ rằng ai đó nghĩ ra cái tên này phải có một sự tiên đoán tuyệt vời, đúng không?","Yeah, so when I when I came here and even in the in the **most recent time**, you probably would have thought whoever came up with this name must have had **amazing foresight**, right?","Yeah,___so___when___I___when___I___came___here___and___even___in___the___in___the___**most___recent___time**,___you___probably___would___have___thought___whoever___came___up___with___this___name___must___have___had___**amazing___foresight**,___right?","/jæ soʊ wɛn aɪ wɛn aɪ keɪm hɪr ænd ˈivən ɪn ðə ɪn ðə moʊst ˈrisənt taɪm ju ˈprɑbəbli wʊd hæv θɔt huˈɛvər keɪm ʌp wɪð ðɪs neɪm mʌst hæv hæd əˈmeɪzɪŋ ˈfɔrsaɪt raɪt/","jæ___soʊ___wɛn___aɪ___wɛn___aɪ___keɪm___hɪr___ænd___ˈivən___ɪn___ðə___ɪn___ðə___moʊst___ˈrisənt___taɪm___ju___ˈprɑbəbli___wʊd___hæv___θɔt___huˈɛvər___keɪm___ʌp___wɪð___ðɪs___neɪm___mʌst___hæv___hæd___əˈmeɪzɪŋ___ˈfɔrsaɪt___raɪt"
"35","how did it happen","Và vậy bạn đang hỏi làm sao điều đó xảy ra, đúng không?","And so you're saying **how did it happen**, right?","And___so___you're___saying___**how___did___it___happen**,___right?","/ænd soʊ jʊr ˈseɪɪŋ haʊ dɪd ɪt ˈhæpən raɪt/","ænd___soʊ___jʊr___ˈseɪɪŋ___haʊ___dɪd___ɪt___ˈhæpən___raɪt"
"36","founded in 1993","Vì ngân hàng được thành lập năm 1993, đúng không?","Because the bank was **founded in 1993**, right?","Because___the___bank___was___**founded___in___1993**,___right?","/bɪˈkɔz ðə bæŋk wəz ˈfaʊndəd ɪn ˌnaɪnˈtinˌnaɪnti.θri raɪt/","bɪˈkɔz___ðə___bæŋk___wəz___ˈfaʊndəd___ɪn___ˌnaɪnˈtinˌnaɪnti.θri___raɪt"
"37","before internet","Vậy lúc đó là trước khi có internet và tất cả những thứ này, đúng không?","So there was **before internet** and all of this, right?","So___there___was___**before___internet**___and___all___of___this,___right?","/soʊ ðɛr wəz bɪˈfɔr ˈɪntərnɛt ænd ɔl əv ðɪs raɪt/","soʊ___ðɛr___wəz___bɪˈfɔr___ˈɪntərnɛt___ænd___ɔl___əv___ðɪs___raɪt"
"38","educated overseas, oil drilling, petroleum or oil title, technical engineers, name tech bank, original idea","Vậy câu chuyện, và lúc đó, là nó thực ra, ừm, một nhóm người được đào tạo ở nước ngoài và từng làm việc ở Nga, và họ thực ra, ừm, xuất thân từ ngành kỹ thuật, họ không phải là dân ngân hàng, đúng không, nên họ nói, ồ, là một kỹ sư thì phải làm được gì đó với ngân hàng, đúng không, vì thường thì đó là marketing, nhưng đó không phải là một hệ thống sao, đúng không, và vậy hệ thống có thể thực sự hoạt động, nên, và tôi nghĩ điều đầu tiên tôi hiểu là, ừm, suy nghĩ ban đầu thực ra là vì họ làm trong ngành khoan dầu nên họ muốn đặt một cái gì đó như ""petroleum"" hay ""oil"" vào tên, đúng không, nhưng rồi họ cũng nghĩ điều đó hơi hạn chế, đúng không, nên họ nói, thôi nhưng chúng ta cuối cùng là kỹ sư kỹ thuật, nên được rồi, đó là lúc chữ ""tech"" xuất hiện, nhưng chúng ta tất nhiên là một ngân hàng thương mại, nên từ đó ra đời cái tên ""tech bank"", đúng không, và tôi nghĩ từ đó ngân hàng luôn trung thành với ý tưởng ban đầu đó, đúng không?","So the story and back then was it was actually um a group of people who were **educated overseas** and who worked in Russia and they were actually um in the engineering they came from an engineering background they were not bankers right so they said oh as an engineer there must be something to be done with the bank right because it's usually marketing but isn't it a system right and and so the system can actually work so and I think the first what I understood is the um thoughts were actually because they were in oil drilling that they wanted to put something like a **petroleum or oil title** into it right but then they also thought that's a little bit limiting right so they said what but we are ultimately **technical engineers** so okay so that's where the tech was actually coming in but we are of course a commercial bank so then and out comes the name tech bank right and I think ever Since the bank has been very true to that original idea, right?","So___the___story___and___back___then___was___it___was___actually___um___a___group___of___people___who___were___**educated___overseas**___and___who___worked___in___Russia___and___they___were___actually___um___in___the___engineering___they___came___from___an___engineering___background___they___were___not___bankers___right___so___they___said___oh___as___an___engineer___there___must___be___something___to___be___done___with___the___bank___right___because___it's___usually___marketing___but___isn't___it___a___system___right___and___and___so___the___system___can___actually___work___so___and___I___think___the___first___what___I___understood___is___the___um___thoughts___were___actually___because___they___were___in___oil___drilling___that___they___wanted___to___put___something___like___a___**petroleum___or___oil___title**___into___it___right___but___then___they___also___thought___that's___a___little___bit___limiting___right___so___they___said___what___but___we___are___ultimately___**technical___engineers**___so___okay___so___that's___where___the___tech___was___actually___coming___in___but___we___are___of___course___a___commercial___bank___so___then___and___out___comes___the___name___tech___bank___right___and___I___think___ever___Since___the___bank___has___been___very___true___to___that___original___idea,___right?","/soʊ ðə ˈstɔri ænd bæk ðɛn wəz ɪt wəz ˈæktʃuəli ʌm ə ɡrup əv ˈpipəl hu wər ˈɛdʒʊkeɪtɪd ˌoʊvərˈsiz ænd hu wɜrkt ɪn ˈrʌʃə ænd ðeɪ wər ˈæktʃuəli ʌm ɪn ðə ˌɛndʒəˈnɪrɪŋ ðeɪ keɪm frʌm ən ˌɛndʒəˈnɪrɪŋ ˈbækɡraʊnd ðeɪ wər nɑt ˈbæŋkərz raɪt soʊ ðeɪ sɛd oʊ əz ən ˌɛndʒəˈnɪr ðɛr mʌst bi ˈsʌmθɪŋ tə bi dʌn wɪð ðə bæŋk raɪt bɪˈkɔz ɪts ˈjuʒuəli ˈmɑrkətɪŋ bʌt ˈɪzənt ɪt ə ˈsɪstəm raɪt ænd ænd soʊ ðə ˈsɪstəm kən ˈæktʃuəli wɜrk soʊ ænd aɪ θɪŋk ðə fɜrst wʌt aɪ ˌʌndərˈstʊd ɪz ðə ʌm θɔts wər ˈæktʃuəli bɪˈkɔz ðeɪ wər ɪn ɔɪl ˈdrɪlɪŋ ðæt ðeɪ ˈwɑntəd tə pʊt ˈsʌmθɪŋ laɪk ə pəˈtroʊliəm ɔr ɔɪl ˈtaɪtəl ˈɪntu ɪt raɪt bʌt ðɛn ðeɪ ˈɔlsoʊ θɔt ðæts ə ˈlɪtəl bɪt ˈlɪmɪtɪŋ raɪt soʊ ðeɪ sɛd wʌt bʌt wi ɑr ˈʌltɪmətli ˈtɛknɪkəl ˌɛndʒəˈnɪrz soʊ oʊˈkeɪ soʊ ðæts wɛr ðə tɛk wəz ˈæktʃuəli ˈkʌmɪŋ ɪn bʌt wi ɑr əv kɔrs ə kəˈmɜrʃəl bæŋk soʊ ðɛn ænd aʊt kʌmz ðə neɪm tɛk bæŋk raɪt ænd aɪ θɪŋk ˈɛvər sɪns ðə bæŋk hæz bɪn ˈvɛri tru tə ðæt əˈrɪdʒənəl aɪˈdiə raɪt/","soʊ___ðə___ˈstɔri___ænd___bæk___ðɛn___wəz___ɪt___wəz___ˈæktʃuəli___ʌm___ə___ɡrup___əv___ˈpipəl___hu___wər___ˈɛdʒʊkeɪtɪd___ˌoʊvərˈsiz___ænd___hu___wɜrkt___ɪn___ˈrʌʃə___ænd___ðeɪ___wər___ˈæktʃuəli___ʌm___ɪn___ðə___ˌɛndʒəˈnɪrɪŋ___ðeɪ___keɪm___frʌm___ən___ˌɛndʒəˈnɪrɪŋ___ˈbækɡraʊnd___ðeɪ___wər___nɑt___ˈbæŋkərz___raɪt___soʊ___ðeɪ___sɛd___oʊ___əz___ən___ˌɛndʒəˈnɪr___ðɛr___mʌst___bi___ˈsʌmθɪŋ___tə___bi___dʌn___wɪð___ðə___bæŋk___raɪt___bɪˈkɔz___ɪts___ˈjuʒuəli___ˈmɑrkətɪŋ___bʌt___ˈɪzənt___ɪt___ə___ˈsɪstəm___raɪt___ænd___ænd___soʊ___ðə___ˈsɪstəm___kən___ˈæktʃuəli___wɜrk___soʊ___ænd___aɪ___θɪŋk___ðə___fɜrst___wʌt___aɪ___ˌʌndərˈstʊd___ɪz___ðə___ʌm___θɔts___wər___ˈæktʃuəli___bɪˈkɔz___ðeɪ___wər___ɪn___ɔɪl___ˈdrɪlɪŋ___ðæt___ðeɪ___ˈwɑntəd___tə___pʊt___ˈsʌmθɪŋ___laɪk___ə___pəˈtroʊliəm___ɔr___ɔɪl___ˈtaɪtəl___ˈɪntu___ɪt___raɪt___bʌt___ðɛn___ðeɪ___ˈɔlsoʊ___θɔt___ðæts___ə___ˈlɪtəl___bɪt___ˈlɪmɪtɪŋ___raɪt___soʊ___ðeɪ___sɛd___wʌt___bʌt___wi___ɑr___ˈʌltɪmətli___ˈtɛknɪkəl___ˌɛndʒəˈnɪrz___soʊ___oʊˈkeɪ___soʊ___ðæts___wɛr___ðə___tɛk___wəz___ˈæktʃuəli___ˈkʌmɪŋ___ɪn___bʌt___wi___ɑr___əv___kɔrs___ə___kəˈmɜrʃəl___bæŋk___soʊ___ðɛn___ænd___aʊt___kʌmz___ðə___neɪm___tɛk___bæŋk___raɪt___ænd___aɪ___θɪŋk___ˈɛvər___sɪns___ðə___bæŋk___hæz___bɪn___ˈvɛri___tru___tə___ðæt___əˈrɪdʒənəl___aɪˈdiə___raɪt"
"39","look at it, thinking through, customer experiences, systematic way, right","Vậy nếu bạn nhìn vào đó, chúng tôi đang suy nghĩ về, ừm, cách chúng tôi mang lại trải nghiệm khách hàng theo một cách rất rất có hệ thống, đúng không?","So if you look at it, we're we're thinking through um the way how we **deliver customer experiences** in a very very **systematic way**, right?","So___if___you___look___at___it,___we're___we're___thinking___through___um___the___way___how___we___**deliver___customer___experiences**___in___a___very___very___**systematic___way**,___right?","/soʊ ɪf ju lʊk æt ɪt wɪr wɪr ˈθɪŋkɪŋ θru ʌm ðə weɪ haʊ wi dɪˈlɪvər ˈkʌstəmər ɪkˈspɪriənsəz ɪn ə ˈvɛri ˈvɛri ˌsɪstəˈmætɪk weɪ raɪt/","soʊ___ɪf___ju___lʊk___æt___ɪt___wɪr___wɪr___ˈθɪŋkɪŋ___θru___ʌm___ðə___weɪ___haʊ___wi___dɪˈlɪvər___ˈkʌstəmər___ɪkˈspɪriənsəz___ɪn___ə___ˈvɛri___ˈvɛri___ˌsɪstəˈmætɪk___weɪ___raɪt"
"40","a lot, how we're doing, very structured, appreciating, technology","Vậy rất nhiều thứ trong cách chúng tôi làm đều rất có cấu trúc, và chúng tôi đang, ừm, coi trọng công nghệ, đúng không?","So a lot of the things how we're doing it are **very structured** and we we're **appreciating technology**, right?","So___a___lot___of___the___things___how___we're___doing___it___are___**very___structured**___and___we___we're___**appreciating___technology**,___right?","/soʊ ə lɑt əv ðə θɪŋz haʊ wɪr ˈduɪŋ ɪt ɑr ˈvɛri ˈstrʌktʃərd ænd wi wɪr əˈpriʃieɪtɪŋ tɛkˈnɑlədʒi raɪt/","soʊ___ə___lɑt___əv___ðə___θɪŋz___haʊ___wɪr___ˈduɪŋ___ɪt___ɑr___ˈvɛri___ˈstrʌktʃərd___ænd___wi___wɪr___əˈpriʃieɪtɪŋ___tɛkˈnɑlədʒi___raɪt"
"41","use technology, standardized experiences","Và chúng tôi sử dụng công nghệ để mang lại những trải nghiệm rất chuẩn hóa.","And we use technology to deliver it very **standardized experiences**.","And___we___use___technology___to___deliver___it___very___**standardized___experiences**.","/ænd wi juz tɛkˈnɑlədʒi tə dɪˈlɪvər ɪt ˈvɛri ˈstændərdaɪzd ɪkˈspɪriənsəz/","ænd___wi___juz___tɛkˈnɑlədʒi___tə___dɪˈlɪvər___ɪt___ˈvɛri___ˈstændərdaɪzd___ɪkˈspɪriənsəz"
"42","engineering background, very strong processes, independent","Vậy có lẽ đó là do xuất thân kỹ thuật, đúng không? điều đó đã giúp chúng tôi xây dựng những quy trình rất chặt chẽ có thể nhân rộng được, đúng không, và với chúng tôi thì trải nghiệm đó, điều quan trọng là bạn không cảm thấy bị đối xử khác biệt, đúng không, và bạn nói chuyện với một RM thì trải nghiệm của bạn hoàn toàn khác so với khi bạn nói chuyện với người khác, đúng không, nhưng thông thường bạn phải nhận được trải nghiệm giống nhau, không phụ thuộc vào việc bạn đang nói chuyện với ai, đúng không, và điều đó chính là cốt lõi của ngân hàng đó. (Ghép hai câu do một câu bị bỏ lửng giữa dòng.)","So it it's probably that **engineering background**, right? which helped us to establish **very strong processes** which can actually replicate right and for us that is experience that's important that you're not hitting us right and you talk to an RM and your experience is completely different to you talk to somebody else right but usually you should be getting the same experience **independent** of who you're talking to right and that is very much at the core and of that bank.","So___it___it's___probably___that___**engineering___background**,___right?___which___helped___us___to___establish___**very___strong___processes**___which___can___actually___replicate___right___and___for___us___that___is___experience___that's___important___that___you're___not___hitting___us___right___and___you___talk___to___an___RM___and___your___experience___is___completely___different___to___you___talk___to___somebody___else___right___but___usually___you___should___be___getting___the___same___experience___**independent**___of___who___you're___talking___to___right___and___that___is___very___much___at___the___core___and___of___that___bank.","/soʊ ɪt ɪts ˈprɑbəbli ðæt ˌɛndʒəˈnɪrɪŋ ˈbækɡraʊnd raɪt wɪtʃ hɛlpt ʌs tə ɪˈstæblɪʃ ˈvɛri strɔŋ ˈprɑsɛsəz wɪtʃ kən ˈæktʃuəli ˈrɛplɪkeɪt raɪt ænd fɔr ʌs ðæt ɪz ɪkˈspɪriəns ðæts ɪmˈpɔrtənt ðæt jʊr nɑt ˈhɪtɪŋ ʌs raɪt ænd ju tɔk tə ən ˌɑrˈɛm ænd jʊr ɪkˈspɪriəns ɪz kəmˈplitli ˈdɪfərənt tə ju tɔk tə ˈsʌmˌbɑdi ɛls raɪt bʌt ˈjuʒuəli ju ʃʊd bi ˈɡɛtɪŋ ðə seɪm ɪkˈspɪriəns ˌɪndəˈpɛndənt əv hu jʊr ˈtɔkɪŋ tə raɪt ænd ðæt ɪz ˈvɛri mʌtʃ æt ðə kɔr ænd əv ðæt bæŋk/","soʊ___ɪt___ɪts___ˈprɑbəbli___ðæt___ˌɛndʒəˈnɪrɪŋ___ˈbækɡraʊnd___raɪt___wɪtʃ___hɛlpt___ʌs___tə___ɪˈstæblɪʃ___ˈvɛri___strɔŋ___ˈprɑsɛsəz___wɪtʃ___kən___ˈæktʃuəli___ˈrɛplɪkeɪt___raɪt___ænd___fɔr___ʌs___ðæt___ɪz___ɪkˈspɪriəns___ðæts___ɪmˈpɔrtənt___ðæt___jʊr___nɑt___ˈhɪtɪŋ___ʌs___raɪt___ænd___ju___tɔk___tə___ən___ˌɑrˈɛm___ænd___jʊr___ɪkˈspɪriəns___ɪz___kəmˈplitli___ˈdɪfərənt___tə___ju___tɔk___tə___ˈsʌmˌbɑdi___ɛls___raɪt___bʌt___ˈjuʒuəli___ju___ʃʊd___bi___ˈɡɛtɪŋ___ðə___seɪm___ɪkˈspɪriəns___ˌɪndəˈpɛndənt___əv___hu___jʊr___ˈtɔkɪŋ___tə___raɪt___ænd___ðæt___ɪz___ˈvɛri___mʌtʃ___æt___ðə___kɔr___ænd___əv___ðæt___bæŋk"
"43","you know, an expression, in English, harder I work, luckier I get","Bạn biết đấy, có một câu nói trong tiếng Anh là càng làm việc chăm chỉ thì càng gặp may mắn.","you know there's an expression in English **the harder I work** **the luckier I get**","you___know___there's___an___expression___in___English___**the___harder___I___work**___**the___luckier___I___get**","/ju noʊ ðɛrz ən ɪkˈsprɛʃən ɪn ˈɪŋɡlɪʃ ðə ˈhɑrdər aɪ wɜrk ðə ˈlʌkiər aɪ ɡɛt/","ju___noʊ___ðɛrz___ən___ɪkˈsprɛʃən___ɪn___ˈɪŋɡlɪʃ___ðə___ˈhɑrdər___aɪ___wɜrk___ðə___ˈlʌkiər___aɪ___ɡɛt"
"44","yeah yeah completely, some of the steps","Vâng vâng, hoàn toàn đúng. Giống như một số bước bạn đã thực hiện trong quá khứ. (Ghép từ hai câu ngắn liền kề.)","yeah yeah completely. like **some of the steps** you've done in the past.","yeah___yeah___completely.___like___**some___of___the___steps**___you've___done___in___the___past.","/jæ jæ kəmˈplitli laɪk sʌm əv ðə stɛps juv dʌn ɪn ðə pæst/","jæ___jæ___kəmˈplitli___laɪk___sʌm___əv___ðə___stɛps___juv___dʌn___ɪn___ðə___pæst"
"45","enormous exercise, data lake, AI explosion, talking about, blah blah blah","Ví dụ, cái việc làm to lớn là xây dựng một cái data lake đúng nghĩa và có đầy đủ mọi thứ, tôi muốn nói là anh đã làm điều đó trước cả khi có làn sóng bùng nổ AI, và giờ khi anh nói chuyện với các ngân hàng, tất nhiên ngân hàng nào cũng đang nói về việc muốn làm AI và vân vân và mây mây.","For example, this **enormous exercise** of doing a proper **data lake** and having everything I mean you did that before the **AI explosion** and so now when you talk to banks of course all banks are talking about you know we want to do AI and blah blah blah.","For___example,___this___**enormous___exercise**___of___doing___a___proper___**data___lake**___and___having___everything___I___mean___you___did___that___before___the___**AI___explosion**___and___so___now___when___you___talk___to___banks___of___course___all___banks___are___talking___about___you___know___we___want___to___do___AI___and___blah___blah___blah.","/fɔr ɪɡˈzæmpəl ðɪs ɪˈnɔrməs ˈɛksərsaɪz əv ˈdeɪtə ə ˈprɑpər deɪtə leɪk ænd ˈhævɪŋ ˈɛvriθɪŋ aɪ min ju dɪd ðæt bɪˈfɔr ðə ˌeɪˈaɪ ɪkˈsploʊʒən ænd soʊ naʊ wɛn ju tɔk tə bæŋks əv kɔrs ɔl bæŋks ɑr ˈtɔkɪŋ əˈbaʊt ju noʊ wi wɑnt tə du ˌeɪˈaɪ ænd blɑ blɑ blɑ/","fɔr___ɪɡˈzæmpəl___ðɪs___ɪˈnɔrməs___ˈɛksərsaɪz___əv___ˈdeɪtə___ə___ˈprɑpər___deɪtə___leɪk___ænd___ˈhævɪŋ___ˈɛvriθɪŋ___aɪ___min___ju___dɪd___ðæt___bɪˈfɔr___ðə___ˌeɪˈaɪ___ɪkˈsploʊʒən___ænd___soʊ___naʊ___wɛn___ju___tɔk___tə___bæŋks___əv___kɔrs___ɔl___bæŋks___ɑr___ˈtɔkɪŋ___əˈbaʊt___ju___noʊ___wi___wɑnt___tə___du___ˌeɪˈaɪ___ænd___blɑ___blɑ___blɑ"
"46","Usually, just talking about, mobile app, or something, leading edge","Thường thì họ chỉ đang nói về một cái app di động hay gì đó tương tự, trong khi anh thì thực sự đang ở vị trí dẫn đầu.","Usually they're just talking about like a **mobile app** or something like that whereas you're really on the **leading edge**.","Usually___they're___just___talking___about___like___a___**mobile___app**___or___something___like___that___whereas___you're___really___on___the___**leading___edge**.","/ˈjuʒuəli ðɛr dʒʌst ˈtɔkɪŋ əˈbaʊt laɪk ə ˈmoʊbəl æp ɔr ˈsʌmθɪŋ laɪk ðæt wɛrˈæz jʊr ˈriəli ɑn ðə ˈlidɪŋ ɛdʒ/","ˈjuʒuəli___ðɛr___dʒʌst___ˈtɔkɪŋ___əˈbaʊt___laɪk___ə___ˈmoʊbəl___æp___ɔr___ˈsʌmθɪŋ___laɪk___ðæt___wɛrˈæz___jʊr___ˈriəli___ɑn___ðə___ˈlidɪŋ___ɛdʒ"
